epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
117,1115.49,0.40377,0.31334,0.20399,0.00453,0.11157,0.96667,1,0.995,0.9687,0.96667,1,0.995,0.98255,0.2951,0.32175,0.21712,0.00703,0,0.0012344,0.0012344,0.0012344
118,1124.75,0.38555,0.30771,0.20622,0.00478,0.12628,1,0.99718,0.995,0.96263,1,0.99718,0.995,0.98795,0.33163,0.2785,0.11595,0.00811,0,0.0012278,0.0012278,0.0012278
119,1134.08,0.36294,0.29926,0.17716,0.00426,0.09713,0.99708,0.96552,0.994,0.96343,0.99708,0.96552,0.994,0.97339,0.33076,0.28972,0.16089,0.00845,0,0.0012212,0.0012212,0.0012212
120,1143.41,0.38853,0.29715,0.1844,0.0043,0.11301,1,0.96513,0.994,0.96879,1,0.96513,0.994,0.97614,0.27895,0.33837,0.14358,0.00649,0,0.0012146,0.0012146,0.0012146
121,1152.68,0.37336,0.30345,0.2127,0.00428,0.12992,0.99508,1,0.995,0.94492,0.99508,1,0.995,0.97905,0.36318,0.3002,0.14163,0.00921,0,0.001208,0.001208,0.001208
122,1161.99,0.39566,0.30539,0.19709,0.0046,0.11619,0.96551,0.96529,0.98955,0.96161,0.96551,0.96529,0.98955,0.985,0.30604,0.30358,0.20172,0.00714,0,0.0012014,0.0012014,0.0012014
123,1171.32,0.40322,0.30224,0.20916,0.0044,0.11685,0.96316,1,0.987,0.95916,0.96316,1,0.987,0.96334,0.30762,0.34715,0.17831,0.00776,0,0.0011948,0.0011948,0.0011948
124,1180.61,0.35755,0.27401,0.19628,0.00404,0.10452,0.96489,0.96552,0.99219,0.96963,0.96489,0.96552,0.99219,0.98148,0.28091,0.30692,0.17585,0.00705,0,0.0011882,0.0011882,0.0011882
125,1189.9,0.37119,0.29488,0.1764,0.00416,0.08715,1,0.99731,0.995,0.98469,1,0.99731,0.995,0.98576,0.23196,0.28686,0.10504,0.00556,0,0.0011816,0.0011816,0.0011816
126,1199.23,0.37273,0.28553,0.18661,0.00419,0.0951,0.99844,1,0.995,0.9834,0.99844,1,0.995,0.98299,0.23924,0.27985,0.09157,0.00552,0,0.001175,0.001175,0.001175
127,1208.5,0.36695,0.27942,0.19248,0.00407,0.09747,0.99918,1,0.995,0.98934,0.99918,1,0.995,0.99105,0.22765,0.2861,0.08815,0.00527,0,0.0011684,0.0011684,0.0011684
128,1217.82,0.35435,0.27704,0.1855,0.00435,0.11065,1,0.99849,0.995,0.98914,1,0.99849,0.995,0.99287,0.21986,0.2735,0.09944,0.00539,0,0.0011618,0.0011618,0.0011618
129,1227.17,0.37343,0.29243,0.18979,0.00417,0.0969,1,0.99936,0.995,0.9499,1,0.99936,0.995,0.99068,0.34243,0.29241,0.1279,0.00871,0,0.0011552,0.0011552,0.0011552
130,1236.43,0.38101,0.29496,0.20071,0.00435,0.11158,0.93179,1,0.99203,0.98617,0.93179,1,0.99203,0.98113,0.24365,0.30081,0.16153,0.00572,0,0.0011486,0.0011486,0.0011486
131,1245.8,0.35998,0.28129,0.18586,0.0039,0.11719,0.99777,1,0.995,0.9795,0.99777,1,0.995,0.96712,0.28513,0.36882,0.09958,0.00682,0,0.001142,0.001142,0.001142
132,1255.06,0.37658,0.30764,0.18939,0.00424,0.09642,1,0.99872,0.995,0.98363,1,0.99872,0.995,0.99204,0.2046,0.30664,0.09175,0.00494,0,0.0011354,0.0011354,0.0011354
133,1264.38,0.34686,0.29996,0.16714,0.00395,0.09578,1,0.99621,0.995,0.98195,1,0.99621,0.995,0.98771,0.23595,0.28369,0.09822,0.00606,0,0.0011288,0.0011288,0.0011288
134,1273.66,0.33151,0.26377,0.16385,0.00361,0.09752,1,0.96514,0.994,0.98848,1,0.96514,0.994,0.98418,0.23883,0.28586,0.11286,0.00575,0,0.0011222,0.0011222,0.0011222
135,1282.9,0.34427,0.29079,0.18663,0.00394,0.13444,1,0.99919,0.995,0.99011,1,0.99919,0.995,0.995,0.20739,0.28614,0.08533,0.00443,0,0.0011156,0.0011156,0.0011156
136,1292.22,0.36942,0.28429,0.17171,0.00416,0.10232,0.99797,1,0.995,0.97473,0.99797,1,0.995,0.98434,0.30471,0.27485,0.09643,0.00771,0,0.001109,0.001109,0.001109
137,1301.55,0.3534,0.2923,0.18754,0.00364,0.12751,1,0.99812,0.995,0.98372,1,0.99812,0.995,0.9906,0.2362,0.30416,0.0971,0.00577,0,0.0011024,0.0011024,0.0011024
138,1310.88,0.36915,0.31439,0.16834,0.00433,0.09179,1,0.99935,0.995,0.96109,1,0.99935,0.995,0.995,0.31769,0.28476,0.11268,0.00821,0,0.0010958,0.0010958,0.0010958
139,1320.15,0.33713,0.29233,0.17431,0.00371,0.10218,0.99807,1,0.995,0.98917,0.99807,1,0.995,0.98861,0.23403,0.29101,0.07641,0.00553,0,0.0010892,0.0010892,0.0010892
140,1329.42,0.34555,0.274,0.16746,0.00388,0.10922,0.99819,1,0.995,0.98409,0.99819,1,0.995,0.9887,0.27663,0.28887,0.08952,0.0062,0,0.0010826,0.0010826,0.0010826
141,1338.67,0.34379,0.29979,0.16772,0.00372,0.09124,0.99642,0.96552,0.994,0.95929,0.99642,0.96552,0.994,0.98175,0.28992,0.31765,0.13938,0.00728,0,0.001076,0.001076,0.001076
142,1347.93,0.34321,0.29686,0.16864,0.00376,0.09579,0.99839,1,0.995,0.97577,0.99839,1,0.995,0.96896,0.28497,0.31917,0.08826,0.00718,0,0.0010694,0.0010694,0.0010694
143,1357.23,0.35829,0.27391,0.18535,0.00389,0.09846,0.98309,1,0.995,0.98571,0.98309,1,0.995,0.98004,0.2336,0.29361,0.10361,0.00577,0,0.0010628,0.0010628,0.0010628
144,1366.6,0.32393,0.27997,0.14955,0.00368,0.09703,0.99803,1,0.995,0.9764,0.99803,1,0.995,0.98037,0.2978,0.28669,0.1021,0.00784,0,0.0010562,0.0010562,0.0010562
145,1375.87,0.35811,0.28887,0.17143,0.00384,0.09886,0.99966,1,0.995,0.98798,0.99966,1,0.995,0.97513,0.239,0.27124,0.08338,0.00553,0,0.0010496,0.0010496,0.0010496
146,1385.23,0.34803,0.27742,0.17737,0.00369,0.10096,1,0.99777,0.995,0.98824,1,0.99777,0.995,0.97765,0.22863,0.26811,0.18813,0.00527,0,0.001043,0.001043,0.001043
147,1394.52,0.36755,0.30168,0.17951,0.00385,0.08896,1,0.99893,0.995,0.98847,1,0.99893,0.995,0.98989,0.23361,0.28228,0.10478,0.00574,0,0.0010364,0.0010364,0.0010364
148,1403.85,0.33951,0.28789,0.17856,0.00376,0.09152,1,0.99948,0.995,0.99191,1,0.99948,0.995,0.98067,0.19719,0.26842,0.0817,0.00433,0,0.0010298,0.0010298,0.0010298
149,1413.16,0.33926,0.27198,0.1608,0.00383,0.10275,0.99822,1,0.995,0.96873,0.99822,1,0.995,0.97752,0.26698,0.26912,0.08123,0.00603,0,0.0010232,0.0010232,0.0010232
150,1422.49,0.3347,0.2686,0.16845,0.00389,0.09763,0.99805,1,0.995,0.98323,0.99805,1,0.995,0.99033,0.23822,0.27449,0.07681,0.00527,0,0.0010166,0.0010166,0.0010166
151,1431.82,0.33563,0.26671,0.17067,0.0041,0.10064,0.99546,1,0.995,0.9869,0.99546,1,0.995,0.98516,0.23364,0.27843,0.08906,0.00516,0,0.00101,0.00101,0.00101
152,1441.16,0.32878,0.28372,0.17786,0.00362,0.09799,0.99821,1,0.995,0.98424,0.99821,1,0.995,0.98154,0.24526,0.3423,0.07618,0.00563,0,0.0010034,0.0010034,0.0010034
153,1450.5,0.33963,0.26549,0.1711,0.00382,0.09747,1,0.99741,0.995,0.995,1,0.99741,0.995,0.9855,0.19573,0.3041,0.09426,0.00422,0,0.0009968,0.0009968,0.0009968
154,1459.79,0.36095,0.27834,0.18519,0.00403,0.10262,0.99679,1,0.995,0.98761,0.99679,1,0.995,0.98343,0.19259,0.31529,0.08448,0.00431,0,0.0009902,0.0009902,0.0009902
155,1469.09,0.34109,0.30486,0.19253,0.00365,0.10021,0.99743,1,0.995,0.9847,0.99743,1,0.995,0.995,0.23334,0.3119,0.08344,0.00527,0,0.0009836,0.0009836,0.0009836
156,1478.47,0.32277,0.27028,0.1631,0.00361,0.09349,1,0.99753,0.995,0.98625,1,0.99753,0.995,0.98632,0.21809,0.3024,0.09394,0.00456,0,0.000977,0.000977,0.000977
157,1487.81,0.316,0.26028,0.16511,0.00358,0.10365,0.99811,1,0.995,0.995,0.99811,1,0.995,0.98563,0.19583,0.30747,0.0674,0.00417,0,0.0009704,0.0009704,0.0009704
158,1497.22,0.3319,0.28787,0.16013,0.00356,0.0977,0.9977,1,0.995,0.995,0.9977,1,0.995,0.98998,0.16289,0.27808,0.06386,0.0033,0,0.0009638,0.0009638,0.0009638
159,1506.61,0.33723,0.26861,0.16283,0.00366,0.09897,0.99799,1,0.995,0.995,0.99799,1,0.995,0.98115,0.17528,0.29911,0.06107,0.00368,0,0.0009572,0.0009572,0.0009572
160,1515.98,0.34317,0.2694,0.16866,0.00373,0.08338,0.99933,1,0.995,0.99019,0.99933,1,0.995,0.98569,0.17824,0.28971,0.11764,0.00379,0,0.0009506,0.0009506,0.0009506
161,1525.36,0.32275,0.26409,0.15538,0.00365,0.09727,0.99781,1,0.995,0.98856,0.99781,1,0.995,0.99051,0.2452,0.31382,0.08864,0.00589,0,0.000944,0.000944,0.000944
162,1534.72,0.3274,0.27044,0.16268,0.00347,0.08315,0.99825,1,0.995,0.97524,0.99825,1,0.995,0.991,0.2656,0.33362,0.08031,0.00584,0,0.0009374,0.0009374,0.0009374
163,1544.22,0.31581,0.27112,0.17341,0.0035,0.10362,0.99603,1,0.995,0.995,0.99603,1,0.995,0.99105,0.22511,0.29223,0.0843,0.00508,0,0.0009308,0.0009308,0.0009308
164,1553.69,0.33141,0.29455,0.16316,0.00377,0.09811,0.99781,1,0.995,0.99315,0.99781,1,0.995,0.9872,0.19594,0.28208,0.06733,0.0045,0,0.0009242,0.0009242,0.0009242
165,1563.11,0.32433,0.28692,0.17032,0.00351,0.1142,0.99768,1,0.995,0.99256,0.99768,1,0.995,0.9857,0.2125,0.28104,0.07258,0.00492,0,0.0009176,0.0009176,0.0009176
166,1572.56,0.31518,0.27095,0.16923,0.00337,0.08263,0.99968,1,0.995,0.98732,0.99968,1,0.995,0.97784,0.24041,0.37726,0.09195,0.00594,0,0.000911,0.000911,0.000911
167,1581.97,0.32583,0.28199,0.16068,0.00354,0.09675,0.99909,1,0.995,0.995,0.99909,1,0.995,0.99139,0.22031,0.28761,0.07869,0.00489,0,0.0009044,0.0009044,0.0009044
168,1591.56,0.3012,0.2643,0.14913,0.0033,0.08945,0.96435,1,0.994,0.99119,0.96435,1,0.994,0.99034,0.22966,0.29899,0.12479,0.00537,0,0.0008978,0.0008978,0.0008978
169,1601.03,0.35106,0.29355,0.16178,0.00394,0.10871,0.99831,1,0.995,0.97972,0.99831,1,0.995,0.98695,0.25217,0.30586,0.08274,0.00602,0,0.0008912,0.0008912,0.0008912
170,1610.47,0.31734,0.28878,0.15498,0.00343,0.1143,1,0.99929,0.995,0.97169,1,0.99929,0.995,0.99153,0.28052,0.29449,0.09806,0.00716,0,0.0008846,0.0008846,0.0008846
171,1619.87,0.32669,0.26948,0.15558,0.0035,0.09893,1,0.99993,0.995,0.97478,1,0.99993,0.995,0.9905,0.27297,0.29567,0.0937,0.00685,0,0.000878,0.000878,0.000878
172,1629.27,0.32211,0.27107,0.15165,0.00352,0.09117,0.99817,1,0.995,0.9806,0.99817,1,0.995,0.98689,0.28355,0.29602,0.08499,0.00676,0,0.0008714,0.0008714,0.0008714
173,1638.75,0.34161,0.25981,0.17451,0.00364,0.09538,0.99515,1,0.995,0.98862,0.99515,1,0.995,0.99086,0.22063,0.29692,0.09056,0.00486,0,0.0008648,0.0008648,0.0008648
174,1648.11,0.30074,0.26199,0.14254,0.00345,0.09951,0.99815,1,0.995,0.98776,0.99815,1,0.995,0.98528,0.2154,0.28671,0.07741,0.00504,0,0.0008582,0.0008582,0.0008582
175,1657.66,0.32646,0.26116,0.16282,0.00342,0.11168,0.9982,1,0.995,0.99328,0.9982,1,0.995,0.98671,0.20372,0.28082,0.0655,0.00461,0,0.0008516,0.0008516,0.0008516
176,1667.09,0.3223,0.28816,0.16084,0.00357,0.09395,0.99819,1,0.995,0.9911,0.99819,1,0.995,0.9911,0.22091,0.26872,0.0683,0.0053,0,0.000845,0.000845,0.000845
177,1676.44,0.3262,0.26528,0.17994,0.00377,0.09981,0.99808,1,0.995,0.98024,0.99808,1,0.995,0.98125,0.22878,0.32459,0.0733,0.00511,0,0.0008384,0.0008384,0.0008384
178,1685.83,0.32295,0.28161,0.16033,0.00337,0.10027,0.9982,1,0.995,0.995,0.9982,1,0.995,0.98661,0.19499,0.40147,0.0807,0.00445,0,0.0008318,0.0008318,0.0008318
179,1695.24,0.31089,0.27058,0.14526,0.00326,0.10569,0.99865,1,0.995,0.995,0.99865,1,0.995,0.97623,0.17434,0.37007,0.06407,0.00388,0,0.0008252,0.0008252,0.0008252
180,1704.61,0.28361,0.24202,0.13634,0.00297,0.08774,1,0.99465,0.995,0.98547,1,0.99465,0.995,0.98508,0.21894,0.32213,0.1065,0.00516,0,0.0008186,0.0008186,0.0008186
181,1713.93,0.32303,0.27599,0.17304,0.00332,0.11889,0.99821,1,0.995,0.99061,0.99821,1,0.995,0.98715,0.197,0.3036,0.06427,0.00445,0,0.000812,0.000812,0.000812
182,1723.26,0.30768,0.25139,0.15739,0.00306,0.09036,0.99615,1,0.995,0.995,0.99615,1,0.995,0.99049,0.1739,0.30994,0.08289,0.00387,0,0.0008054,0.0008054,0.0008054
183,1732.66,0.33298,0.28121,0.16234,0.00378,0.10031,0.99649,1,0.995,0.9889,0.99649,1,0.995,0.98129,0.25555,0.31194,0.09018,0.00596,0,0.0007988,0.0007988,0.0007988
184,1741.99,0.30069,0.24864,0.14065,0.00349,0.08677,0.99928,1,0.995,0.99025,0.99928,1,0.995,0.98528,0.21808,0.3244,0.08373,0.00509,0,0.0007922,0.0007922,0.0007922
185,1751.36,0.32524,0.28389,0.15705,0.00355,0.09371,1,0.99747,0.995,0.98694,1,0.99747,0.995,0.98751,0.24309,0.34398,0.10526,0.00561,0,0.0007856,0.0007856,0.0007856
186,1760.79,0.30147,0.2518,0.1511,0.00341,0.09107,0.96665,0.99952,0.993,0.99263,0.96665,0.99952,0.993,0.98058,0.1942,0.3422,0.15323,0.00423,0,0.000779,0.000779,0.000779
187,1770.12,0.32201,0.27227,0.15572,0.0038,0.08587,0.99671,0.96552,0.994,0.99004,0.99671,0.96552,0.994,0.98937,0.28971,0.32629,0.11293,0.00703,0,0.0007724,0.0007724,0.0007724
188,1779.5,0.30781,0.25693,0.15086,0.00324,0.07825,1,0.99824,0.995,0.99066,1,0.99824,0.995,0.98384,0.20408,0.32542,0.0907,0.00435,0,0.0007658,0.0007658,0.0007658
189,1788.83,0.30036,0.25063,0.14794,0.00317,0.09437,0.9981,1,0.995,0.97502,0.9981,1,0.995,0.98362,0.24967,0.34501,0.07818,0.00603,0,0.0007592,0.0007592,0.0007592
190,1798.2,0.28975,0.2564,0.15033,0.0032,0.0993,0.99808,1,0.995,0.98626,0.99808,1,0.995,0.98305,0.21089,0.30618,0.07056,0.00498,0,0.0007526,0.0007526,0.0007526
191,1807.57,0.29736,0.2599,0.16371,0.00337,0.09368,0.99217,1,0.995,0.98876,0.99217,1,0.995,0.98374,0.21628,0.33438,0.11839,0.00494,0,0.000746,0.000746,0.000746
192,1817.15,0.28815,0.25282,0.14614,0.0031,0.07351,0.99776,1,0.995,0.98497,0.99776,1,0.995,0.98061,0.23945,0.34326,0.09429,0.00585,0,0.0007394,0.0007394,0.0007394
193,1826.5,0.28363,0.26623,0.14207,0.00307,0.07845,0.99857,1,0.995,0.995,0.99857,1,0.995,0.99231,0.18041,0.30371,0.06463,0.00372,0,0.0007328,0.0007328,0.0007328
194,1835.88,0.29775,0.26119,0.14501,0.00328,0.09137,0.99815,1,0.995,0.99309,0.99815,1,0.995,0.99054,0.20002,0.30605,0.06595,0.00462,0,0.0007262,0.0007262,0.0007262
195,1845.26,0.29375,0.265,0.13837,0.00314,0.08442,0.998,1,0.995,0.995,0.998,1,0.995,0.98498,0.20276,0.33332,0.06791,0.00458,0,0.0007196,0.0007196,0.0007196
196,1854.56,0.30487,0.26953,0.16289,0.00317,0.09932,1,0.99875,0.995,0.9949,1,0.99875,0.995,0.9863,0.19735,0.3355,0.079,0.00453,0,0.000713,0.000713,0.000713
197,1863.94,0.28049,0.26122,0.14164,0.00308,0.08778,0.9985,1,0.995,0.97743,0.9985,1,0.995,0.98754,0.23717,0.30873,0.07861,0.00585,0,0.0007064,0.0007064,0.0007064
198,1873.23,0.30174,0.26036,0.15263,0.00325,0.0879,0.99629,1,0.995,0.99233,0.99629,1,0.995,0.98702,0.19864,0.31238,0.0815,0.00446,0,0.0006998,0.0006998,0.0006998
199,1882.56,0.29385,0.27062,0.15789,0.00324,0.09231,0.9985,1,0.995,0.9899,0.9985,1,0.995,0.98682,0.2128,0.32116,0.073,0.00494,0,0.0006932,0.0006932,0.0006932
200,1891.96,0.30941,0.26557,0.1601,0.00328,0.09991,0.99816,1,0.995,0.99472,0.99816,1,0.995,0.98472,0.20724,0.31931,0.06921,0.00471,0,0.0006866,0.0006866,0.0006866
201,1901.25,0.2868,0.26143,0.13804,0.00312,0.08856,0.9953,0.96552,0.994,0.98469,0.9953,0.96552,0.994,0.98623,0.24675,0.32761,0.11471,0.00607,0,0.00068,0.00068,0.00068
202,1910.63,0.29136,0.25216,0.13789,0.00317,0.10407,0.99639,0.96552,0.99306,0.98592,0.99639,0.96552,0.99306,0.97695,0.20692,0.31995,0.12216,0.00498,0,0.0006734,0.0006734,0.0006734
203,1919.94,0.28915,0.24464,0.14967,0.0033,0.085,0.99778,1,0.995,0.97595,0.99778,1,0.995,0.97879,0.28034,0.30537,0.09981,0.0064,0,0.0006668,0.0006668,0.0006668
204,1929.36,0.3015,0.27376,0.15646,0.00341,0.10744,0.99792,1,0.995,0.98997,0.99792,1,0.995,0.98023,0.19799,0.30833,0.0912,0.00459,0,0.0006602,0.0006602,0.0006602
205,1938.76,0.29946,0.25814,0.13878,0.00315,0.09323,0.99577,1,0.995,0.99125,0.99577,1,0.995,0.98728,0.19598,0.30608,0.07885,0.00437,0,0.0006536,0.0006536,0.0006536
206,1948.11,0.29983,0.26984,0.14817,0.0031,0.0881,1,0.99911,0.995,0.99053,1,0.99911,0.995,0.98133,0.20356,0.33007,0.08814,0.00452,0,0.000647,0.000647,0.000647
207,1957.38,0.28268,0.27487,0.14513,0.00295,0.07813,1,0.99886,0.995,0.98534,1,0.99886,0.995,0.98774,0.22714,0.31497,0.10294,0.00514,0,0.0006404,0.0006404,0.0006404
208,1966.87,0.27085,0.24188,0.12519,0.0027,0.07527,0.99827,1,0.995,0.99133,0.99827,1,0.995,0.98774,0.17444,0.32583,0.0579,0.0037,0,0.0006338,0.0006338,0.0006338
209,1976.11,0.29951,0.27395,0.14928,0.00322,0.08314,1,0.99755,0.995,0.995,1,0.99755,0.995,0.98599,0.20506,0.37089,0.0975,0.00456,0,0.0006272,0.0006272,0.0006272
210,1985.38,0.29521,0.25772,0.13761,0.00331,0.09462,1,0.99894,0.995,0.995,1,0.99894,0.995,0.98057,0.20867,0.3508,0.09948,0.00464,0,0.0006206,0.0006206,0.0006206
211,1994.7,0.29033,0.25155,0.15298,0.00303,0.09,0.9943,1,0.995,0.995,0.9943,1,0.995,0.98773,0.18153,0.34045,0.08629,0.00395,0,0.000614,0.000614,0.000614
212,2003.98,0.29104,0.25981,0.13179,0.00335,0.08852,1,0.99771,0.995,0.995,1,0.99771,0.995,0.98497,0.19497,0.33644,0.0901,0.0045,0,0.0006074,0.0006074,0.0006074
213,2013.25,0.28467,0.24786,0.13712,0.00312,0.08371,1,0.99722,0.995,0.995,1,0.99722,0.995,0.98,0.20213,0.3549,0.08438,0.00451,0,0.0006008,0.0006008,0.0006008
214,2022.52,0.28752,0.26145,0.13798,0.00309,0.08669,0.99703,1,0.995,0.995,0.99703,1,0.995,0.98152,0.18408,0.37155,0.08521,0.00429,0,0.0005942,0.0005942,0.0005942
215,2031.83,0.27983,0.25169,0.15017,0.00296,0.07814,0.99875,1,0.995,0.99314,0.99875,1,0.995,0.98364,0.18445,0.39059,0.06426,0.00431,0,0.0005876,0.0005876,0.0005876
216,2041.11,0.28703,0.25092,0.14818,0.00308,0.09286,0.99827,1,0.995,0.98768,0.99827,1,0.995,0.98248,0.22063,0.37161,0.06927,0.00521,0,0.000581,0.000581,0.000581
217,2050.38,0.28146,0.2471,0.15371,0.00288,0.09002,0.99812,1,0.995,0.995,0.99812,1,0.995,0.98301,0.18501,0.32775,0.06195,0.0043,0,0.0005744,0.0005744,0.0005744
218,2059.72,0.27011,0.26145,0.13738,0.00275,0.08756,0.9911,1,0.995,0.995,0.9911,1,0.995,0.98402,0.17482,0.32375,0.08868,0.00379,0,0.0005678,0.0005678,0.0005678
219,2069,0.27994,0.2549,0.1362,0.00288,0.07836,1,0.99758,0.995,0.995,1,0.99758,0.995,0.98611,0.20016,0.32833,0.10096,0.00453,0,0.0005612,0.0005612,0.0005612
220,2078.3,0.29727,0.25602,0.14596,0.00313,0.10166,0.99825,1,0.995,0.995,0.99825,1,0.995,0.98247,0.16802,0.33631,0.05639,0.00361,0,0.0005546,0.0005546,0.0005546
221,2087.56,0.28597,0.26464,0.13654,0.00288,0.08071,1,0.99995,0.995,0.995,1,0.99995,0.995,0.9823,0.16704,0.33381,0.07847,0.00358,0,0.000548,0.000548,0.000548
222,2096.9,0.2599,0.24335,0.12421,0.00272,0.07592,0.99569,1,0.995,0.995,0.99569,1,0.995,0.9857,0.16889,0.32345,0.0802,0.00357,0,0.0005414,0.0005414,0.0005414
223,2106.18,0.25686,0.23852,0.13075,0.00284,0.08651,0.99684,1,0.995,0.995,0.99684,1,0.995,0.98626,0.17053,0.34603,0.07671,0.00363,0,0.0005348,0.0005348,0.0005348
224,2115.5,0.26761,0.24545,0.1253,0.00282,0.08237,0.99802,1,0.995,0.995,0.99802,1,0.995,0.98162,0.19935,0.32365,0.06778,0.00455,0,0.0005282,0.0005282,0.0005282
225,2124.73,0.26801,0.24963,0.14189,0.00278,0.08099,0.99804,1,0.995,0.995,0.99804,1,0.995,0.99127,0.18133,0.32437,0.06222,0.004,0,0.0005216,0.0005216,0.0005216
226,2133.95,0.29361,0.2611,0.14411,0.00334,0.09206,0.99861,1,0.995,0.995,0.99861,1,0.995,0.9809,0.2117,0.33946,0.07749,0.00493,0,0.000515,0.000515,0.000515
227,2143.19,0.27934,0.25208,0.13175,0.00283,0.08469,0.99947,1,0.995,0.995,0.99947,1,0.995,0.98088,0.1684,0.34576,0.06522,0.00383,0,0.0005084,0.0005084,0.0005084
228,2152.52,0.27153,0.24094,0.13971,0.00298,0.08359,0.99824,1,0.995,0.99348,0.99824,1,0.995,0.98311,0.18277,0.36559,0.0611,0.00397,0,0.0005018,0.0005018,0.0005018
229,2161.76,0.26507,0.24187,0.13121,0.0028,0.07665,0.99814,1,0.995,0.99305,0.99814,1,0.995,0.98863,0.20925,0.32879,0.07051,0.0046,0,0.0004952,0.0004952,0.0004952
230,2171.01,0.27941,0.25026,0.13665,0.00272,0.08397,0.99774,1,0.995,0.99277,0.99774,1,0.995,0.98253,0.19012,0.29745,0.07221,0.00423,0,0.0004886,0.0004886,0.0004886
231,2180.27,0.26368,0.2447,0.13207,0.00271,0.08446,1,0.99859,0.995,0.995,1,0.99859,0.995,0.98368,0.18158,0.2984,0.07862,0.00395,0,0.000482,0.000482,0.000482
232,2189.51,0.27641,0.26942,0.13656,0.00276,0.09156,0.99927,1,0.995,0.995,0.99927,1,0.995,0.98042,0.1634,0.30372,0.06366,0.00356,0,0.0004754,0.0004754,0.0004754
233,2198.76,0.27065,0.24395,0.12501,0.00283,0.09995,0.99924,1,0.995,0.995,0.99924,1,0.995,0.98358,0.16547,0.32318,0.06233,0.00357,0,0.0004688,0.0004688,0.0004688
234,2208.35,0.25573,0.2482,0.11968,0.00279,0.07784,0.99888,1,0.995,0.995,0.99888,1,0.995,0.98342,0.17076,0.32685,0.0662,0.00399,0,0.0004622,0.0004622,0.0004622
235,2217.64,0.26159,0.23866,0.12174,0.00278,0.08911,1,0.99691,0.995,0.995,1,0.99691,0.995,0.9819,0.15591,0.332,0.07682,0.00343,0,0.0004556,0.0004556,0.0004556
236,2226.93,0.28188,0.25289,0.12694,0.00278,0.07116,1,0.99928,0.995,0.995,1,0.99928,0.995,0.98665,0.17863,0.34417,0.08239,0.00417,0,0.000449,0.000449,0.000449
237,2236.15,0.267,0.24666,0.12576,0.0027,0.08649,0.99824,1,0.995,0.995,0.99824,1,0.995,0.98273,0.16584,0.32571,0.05531,0.00354,0,0.0004424,0.0004424,0.0004424
238,2245.41,0.2583,0.24435,0.12462,0.00269,0.0747,0.99823,1,0.995,0.99348,0.99823,1,0.995,0.98774,0.19252,0.32894,0.06226,0.00442,0,0.0004358,0.0004358,0.0004358
239,2254.63,0.27329,0.25825,0.14595,0.00301,0.08957,0.99791,1,0.995,0.99023,0.99791,1,0.995,0.98102,0.20381,0.31481,0.07796,0.00465,0,0.0004292,0.0004292,0.0004292
240,2263.89,0.27593,0.25151,0.13323,0.00288,0.08749,0.99691,1,0.995,0.99225,0.99691,1,0.995,0.98102,0.18042,0.31938,0.07784,0.004,0,0.0004226,0.0004226,0.0004226
241,2273.17,0.25013,0.24071,0.12588,0.0025,0.08562,0.99718,1,0.995,0.99318,0.99718,1,0.995,0.98146,0.18106,0.32379,0.06837,0.00422,0,0.000416,0.000416,0.000416
242,2282.44,0.25521,0.2362,0.11661,0.00255,0.07304,0.99694,1,0.995,0.995,0.99694,1,0.995,0.98261,0.16453,0.34636,0.0794,0.00348,0,0.0004094,0.0004094,0.0004094
243,2291.69,0.27088,0.24925,0.13529,0.00271,0.08554,0.99825,1,0.995,0.995,0.99825,1,0.995,0.98051,0.17509,0.34664,0.05768,0.00383,0,0.0004028,0.0004028,0.0004028
244,2300.99,0.24821,0.25017,0.12664,0.00241,0.08218,0.99811,1,0.995,0.99299,0.99811,1,0.995,0.97746,0.16371,0.34365,0.05619,0.00357,0,0.0003962,0.0003962,0.0003962
245,2310.25,0.26235,0.24923,0.12786,0.00269,0.08466,0.99777,1,0.995,0.99311,0.99777,1,0.995,0.97994,0.16761,0.35357,0.06632,0.00367,0,0.0003896,0.0003896,0.0003896
246,2319.55,0.27601,0.26132,0.13966,0.00277,0.08799,1,0.99517,0.995,0.99328,1,0.99517,0.995,0.98218,0.18724,0.35301,0.0878,0.00422,0,0.000383,0.000383,0.000383
247,2328.82,0.26876,0.25687,0.13067,0.00274,0.07953,0.99746,1,0.995,0.995,0.99746,1,0.995,0.98198,0.17586,0.33658,0.06659,0.00376,0,0.0003764,0.0003764,0.0003764
248,2338.05,0.26452,0.24079,0.1195,0.0026,0.08065,0.9983,1,0.995,0.995,0.9983,1,0.995,0.98355,0.18372,0.31251,0.06156,0.00405,0,0.0003698,0.0003698,0.0003698
249,2347.34,0.25309,0.2573,0.12497,0.00257,0.076,0.99502,1,0.995,0.99218,0.99502,1,0.995,0.98368,0.18027,0.31009,0.09476,0.00394,0,0.0003632,0.0003632,0.0003632
